API,Formula_API,MW_API,LogP_API,AlogP_API,HBA_API,HBD_API,TPSA_API,AMR_API,nRB_API,nAtom_API,nAcidicGroup_API,RC_API,nRigidB_API,nAromaticRings_API,nHB_API,E_API,Eaq_API,relE_API,relEaq_API,EHOMO_API,ELUMO_API,Dipole_API,SolvationE_API,Solubility_API,Acidicpka1_API,Acidicpka2_API,Acidicpka3_API,Acidicpka4_API,Basicpka1_API,Basicpka2_API,Basicpka3_API,Basicpka4_API,MeltingP_API,MW_Co,LogP_Co,AlogP_Co,HBA_Co,HBD_Co,TPSA_Co,AMR_Co,nRB_Co,nAtom_Co,nAcidicGroup_Co,RC_Co,nRigidB_Co,nAromaticRing_Co,nHB_Co,E_Co,Eaq_Co,relE_Co,relEaq_Co,EHOMO_Co,ELUMO_Co,Dipole_Co,SolvationE_Co,Solubility_Co,Acidicpka1_Co,Acidicpka2_Co,Acidicpka3_Co,Acidicpka4_Co,Basicpka1_Co,Basicpka2_Co,Basicpka3_Co,Basicpka4_Co,MeltingP_Co,Formation_Binary,Coformer,Formula_Co,Formation
Ketoprofen,C₁₆H₁₄O₃,254.285,1.651,2.011,3,1,54.37,80.17,4,33,1,2,16,2,4,-2213900.06,-2213932.47,0,0,-602.43,-161.25,3.83,-32.406,46.6857,3.88,0,0,0,0,0,0,0,94,122.191,1.586,-0.235,0,1,27.64,39.03,1,21,0,1,8,1,1,-961706.49,-961980.52,0,0,-996.76,-419.45,8.3,-274.023,561.5321,0,0,0,0,9.52,0,0,0,0,0,(R)-1-phenylethylammonium,C₈H₁₂N,S
Ketoprofen,C₁₆H₁₄O₃,254.285,1.651,2.011,3,1,54.37,80.17,4,33,1,2,16,2,4,-2213900.06,-2213932.47,0,0,-602.43,-161.25,3.83,-32.406,46.6857,3.88,0,0,0,0,0,0,0,94,122.191,1.586,-0.235,0,1,27.64,39.03,1,21,0,1,8,1,1,-961705.94,-961979.97,0,0,-996.74,-419.35,8.3,-274.038,561.5321,0,0,0,0,9.52,0,0,0,0,0,(S)-1-phenylethylammonium,C₈H₁₂N,S
Ketoprofen,C₁₆H₁₄O₃,254.285,1.651,2.011,3,1,54.37,80.17,4,33,1,2,16,2,4,-2213900.06,-2213932.47,0,0,-602.43,-161.25,3.83,-32.406,46.6857,3.88,0,0,0,0,0,0,0,94,121.136,-2.662,-2.381,4,4,86.71,28.36,3,19,0,0,4,0,8,-1152974.25,-1153026.2,0,0,-629.58,120.65,2.06,-51.953,176418.1643,14.16,14.74,15.31,0,8.95,0,0,0,171.5,0,trometamol,C₄H₁₁NO₃,S
Ketoprofen,C₁₆H₁₄O₃,254.285,1.651,2.011,3,1,54.37,80.17,4,33,1,2,16,2,4,-2213900.06,-2213932.47,0,0,-602.43,-161.25,3.83,-32.406,46.6857,3.88,0,0,0,0,0,0,0,94,236.274,0.792,1.362,3,1,46.33,78.39,1,30,0,3,19,2,4,-2003252.25,-2003286.18,0,0,-539.4,-116.22,3.18,-33.93,0.0382,15.96,0,0,0,0,0,0,0,190.5,1,Carbamazepine,C₁₅H₁₂N₂O,CC
Ketoprofen,C₁₆H₁₄O₃,254.285,1.651,2.011,3,1,54.37,80.17,4,33,1,2,16,2,4,-2213900.06,-2213932.47,0,0,-602.43,-161.25,3.83,-32.406,46.6857,3.88,0,0,0,0,0,0,0,94,121.136,-2.662,-2.381,4,4,86.71,28.36,3,19,0,0,4,0,8,-1152974.25,-1153026.2,0,0,-629.58,120.65,2.06,-51.953,176418.1643,14.16,14.74,15.31,0,8.95,0,0,0,171.5,0,tris,C₄H₁₁NO₃,S
Lansoprazole,C₁₆H₁₄F₃N₃O₂S,369.367,0.667,0.538,5,1,82.26,94.93,6,39,0,3,21,3,6,-4278971.72,-4279041.31,0,0,-559.96,-114.8,0.65,-69.59,0.0084,9.35,0,0,0,4.16,1.13,0,0,180,46.069,-0.076,-0.108,1,1,20.23,12.56,0,9,0,0,2,0,2,-406748.97,-406769.01,0,0,-667.9,194.89,1.67,-20.04,271.5489,0,0,0,0,0,0,0,0,-114.14,0,ethanol ,C₂H₆O,H
Lansoprazole,C₁₆H₁₄F₃N₃O₂S,369.367,0.667,0.538,5,1,82.26,94.93,6,39,0,3,21,3,6,-4278971.72,-4279041.31,0,0,-559.96,-114.8,0.65,-69.59,0.0084,9.35,0,0,0,4.16,1.13,0,0,180,208.984,1.622,0.019,4,2,74.6,43.97,0,14,0,1,12,0,6,-3809153.72,-3809195.66,0,0,-680.53,-389.46,2.73,-41.945,208.98,2.52,6.71,0,0,0,0,0,0,283.5,0,chloranilic acid,C₆H₂Cl₂O₄,S
Lorazepam,C₁₅H₁₀Cl₂N₂O₂,321.163,1.765,1.643,4,2,61.69,88.04,1,31,0,3,22,2,6,-4614121.57,-4614166.6,0,0,-608.87,-184.42,3.68,-45.038,0.002,10.61,12.46,0,0,0,0,0,0,193,46.069,-0.076,-0.108,1,1,20.23,12.56,0,9,0,0,2,0,2,-406748.97,-406769.01,0,0,-667.9,194.89,1.67,-20.04,271.5489,0,0,0,0,0,0,0,0,-114.14,0,ethanol ,C₂H₆O,So
Lorazepam,C₁₅H₁₀Cl₂N₂O₂,321.163,1.765,1.643,4,2,61.69,88.04,1,31,0,3,22,2,6,-4614121.57,-4614166.6,0,0,-608.87,-184.42,3.68,-45.038,0.002,10.61,12.46,0,0,0,0,0,0,193,60.096,0.384,-0.408,1,1,20.23,17.76,0,12,0,0,3,0,2,-509888.51,-509904.28,0,0,-663.6,188.03,1.61,-15.77,143.8335,0,0,0,0,-1.81,0,0,0,-87.9,0,2-propanol/ isopropanol,C₃H₈O,So
Lorazepam,C₁₅H₁₀Cl₂N₂O₂,321.163,1.765,1.643,4,2,61.69,88.04,1,31,0,3,22,2,6,-4614121.57,-4614166.6,0,0,-608.87,-184.42,3.68,-45.038,0.002,10.61,12.46,0,0,0,0,0,0,193,88.15,1.359,-0.164,1,1,20.23,24.46,2,18,0,0,3,0,2,-716124.03,-716137.43,0,0,-665.28,177.97,1.52,-13.4,17.9284,0,0,0,0,-1.85,0,0,0,-117.2,0,3-methylbutan-1-ol,C₅H₁₂O,So
Lorazepam,C₁₅H₁₀Cl₂N₂O₂,321.163,1.765,1.643,4,2,61.69,88.04,1,31,0,3,22,2,6,-4614121.57,-4614166.6,0,0,-608.87,-184.42,3.68,-45.038,0.002,10.61,12.46,0,0,0,0,0,0,193,58.08,0.185,-0.244,1,0,17.07,16.19,0,10,0,0,3,0,1,-506759.75,-506773.18,0,0,-619.48,-40.26,2.83,-13.43,139.3071,0,0,0,0,0,0,0,0,-94.9,0,acetone,C₃H₆O,So
Lorazepam,C₁₅H₁₀Cl₂N₂O₂,321.163,1.765,1.643,4,2,61.69,88.04,1,31,0,3,22,2,6,-4614121.57,-4614166.6,0,0,-608.87,-184.42,3.68,-45.038,0.002,10.61,12.46,0,0,0,0,0,0,193,88.106,-0.38,-0.262,2,0,18.46,22.09,0,14,0,1,6,0,2,-807218.32,-807244.29,0,0,-595.31,252.27,0,-25.965,130.6366,0,0,0,0,0,0,0,0,11.75,0,"1,4-dioxane",C₄H₈O₂,So
Lorazepam,C₁₅H₁₀Cl₂N₂O₂,321.163,1.765,1.643,4,2,61.69,88.04,1,31,0,3,22,2,6,-4614121.57,-4614166.6,0,0,-608.87,-184.42,3.68,-45.038,0.002,10.61,12.46,0,0,0,0,0,0,193,98.145,0.92,-1.058,1,0,17.07,23.18,0,17,0,1,7,0,1,-812994.69,-813007.94,0,0,-594.2,-42.33,3.09,-13.26,15.772,0,0,0,0,0,0,0,0,-31,0,cyclohexanone,C₆H₁₀O,So
Lorazepam,C₁₅H₁₀Cl₂N₂O₂,321.163,1.765,1.643,4,2,61.69,88.04,1,31,0,3,22,2,6,-4614121.57,-4614166.6,0,0,-608.87,-184.42,3.68,-45.038,0.002,10.61,12.46,0,0,0,0,0,0,193,74.123,0.851,-0.973,1,1,20.23,19,2,15,0,0,2,0,2,-612997.62,-613011.83,0,0,-662.65,192.96,1.51,-14.21,45.7012,0,0,0,0,-1.94,0,0,0,-88.6,0,n-butanol,C₄H₁₀O,So
Mebendazole,C₁₆H₁₃N₃O₃,295.298,1.924,1.318,6,2,79.79,86.66,5,35,0,3,19,3,8,-2643370.17,-2643443.47,0,0,-559.83,-152.56,4.2,-73.3,0.0035,8.44,13.92,0,0,3.93,-1.88,0,0,288.5,96.106,-0.837,-0.439,3,1,62.75,16.62,0,9,1,0,4,0,4,-1743827.25,-1743896.38,0,0,-789.13,74.64,3.26,-69.14,92284.2175,-1.61,0,0,0,0,0,0,0,20,0,Methanesulfonic acid ,CH₄O₃S,H
Mebendazole,C₁₆H₁₃N₃O₃,295.298,1.924,1.318,6,2,79.79,86.66,5,35,0,3,19,3,8,-2643370.17,-2643443.47,0,0,-559.83,-152.56,4.2,-73.3,0.0035,8.44,13.92,0,0,3.93,-1.88,0,0,288.5,60.052,-0.08,-0.23,2,1,37.3,12.64,0,8,1,0,3,0,3,-601102.06,-601122.52,0,0,-701.94,15.96,1.59,-20.47,25786.9762,4.54,0,0,0,0,0,0,0,16.635,1,acetic acid ,C₂H₄O₂,CC
Mebendazole,C₁₆H₁₃N₃O₃,295.298,1.924,1.318,6,2,79.79,86.66,5,35,0,3,19,3,8,-2643370.17,-2643443.47,0,0,-559.83,-152.56,4.2,-73.3,0.0035,8.44,13.92,0,0,3.93,-1.88,0,0,288.5,74.079,0.173,-0.154,2,1,37.3,17.67,1,11,1,0,3,0,3,-704229.57,-704248.53,0,0,-700.78,20.8,1.46,-18.95,12445.681,4.75,0,0,0,0,0,0,0,-20.7,1,propionic acid,C₃H₆O₂,CC
Mebendazole,C₁₆H₁₃N₃O₃,295.298,1.924,1.318,6,2,79.79,86.66,5,35,0,3,19,3,8,-2643370.17,-2643443.47,0,0,-559.83,-152.56,4.2,-73.3,0.0035,8.44,13.92,0,0,3.93,-1.88,0,0,288.5,116.16,1.88,-1.018,2,1,37.3,26.4,4,20,1,0,3,0,3,-1013603.35,-1013619.64,0,0,-700.4,17.57,1.32,-16.29,372.5134,5.09,0,0,0,0,0,0,0,-3.4,1,hexanoic acid,C₆H₁₂O₂,CC
Mebendazole,C₁₆H₁₃N₃O₃,295.298,1.924,1.318,6,2,79.79,86.66,5,35,0,3,19,3,8,-2643370.17,-2643443.47,0,0,-559.83,-152.56,4.2,-73.3,0.0035,8.44,13.92,0,0,3.93,-1.88,0,0,288.5,102.133,1.311,-0.73,2,1,37.3,23.49,3,17,1,0,3,0,3,-910478.95,-910495.92,0,0,-700.68,17.33,1.35,-16.97,1356.748,5.01,0,0,0,0,0,0,0,-34,1,pentanoic acid,C₅H₁₀O₂,CC
Mebendazole,C₁₆H₁₃N₃O₃,295.298,1.924,1.318,6,2,79.79,86.66,5,35,0,3,19,3,8,-2643370.17,-2643443.47,0,0,-559.83,-152.56,4.2,-73.3,0.0035,8.44,13.92,0,0,3.93,-1.88,0,0,288.5,88.106,0.742,-0.442,2,1,37.3,20.58,2,14,1,0,3,0,3,-807354.13,-807371.87,0,0,-700.73,17.35,1.38,-17.74,4192.4201,4.91,0,0,0,0,0,0,0,-5.7,1,butanoic acid,C₄H₈O₂,CC
Mebendazole,C₁₆H₁₃N₃O₃,295.298,1.924,1.318,6,2,79.79,86.66,5,35,0,3,19,3,8,-2643370.17,-2643443.47,0,0,-559.83,-152.56,4.2,-73.3,0.0035,8.44,13.92,0,0,3.93,-1.88,0,0,288.5,132.115,-0.352,-0.698,4,2,74.6,26.45,4,17,2,0,4,0,6,-1302207.44,-1302243.65,0,0,-696.86,0.64,0.22,-36.22,37852.4867,3.76,4.56,0,0,0,0,0,0,97.8,1,glutaric acid,C₅H₈O₄,CC
Meloxicam,C₁₄H₁₃N₃O₄S₂,351.407,0.593,-0.722,7,2,132.75,93.24,3,36,0,3,22,2,9,-4731556.83,-4731642.44,0,0,-560.61,-214.32,3.39,-85.612,15.3982,4.47,7.84,0,0,0.47,0,0,0,256,180.159,0.67,0.44,4,1,63.6,48,3,21,1,1,10,1,5,-1702086.39,-1702120.03,0,0,-654.31,-151.07,2,-33.64,255.1061,3.41,0,0,0,0,0,0,0,135,1,aspirin,C₉H₈O₄,CC
Meloxicam,C₁₄H₁₃N₃O₄S₂,351.407,0.593,-0.722,7,2,132.75,93.24,3,36,0,3,22,2,9,-4731556.83,-4731642.44,0,0,-560.61,-214.32,3.39,-85.612,15.3982,4.47,7.84,0,0,0.47,0,0,0,256,114.056,-0.028,0.111,4,2,74.6,23,0,10,2,0,7,0,6,-1192529.73,-1192583.08,0,0,-750.55,-232.44,1.46,-53.347,4892.2304,1.13,2.39,0,0,0,0,0,0,0,1,acetylendicarboxylic acid,C₄H₂O₄,CC
Meloxicam,C₁₄H₁₃N₃O₄S₂,351.407,0.593,-0.722,7,2,132.75,93.24,3,36,0,3,22,2,9,-4731556.83,-4731642.44,0,0,-560.61,-214.32,3.39,-85.612,15.3982,4.47,7.84,0,0,0.47,0,0,0,256,188.182,1.839,0.949,3,2,57.53,56.76,1,22,1,2,14,2,5,-1704575.09,-1704617.61,0,0,-548.42,-161.71,2.76,-42.52,188.182,2.7,12.3,0,0,0,0,0,0,195,1,1-hydroxy-2-naphthoic acid,C₁₁H₈O₃,CC
Meloxicam,C₁₄H₁₃N₃O₄S₂,351.407,0.593,-0.722,7,2,132.75,93.24,3,36,0,3,22,2,9,-4731556.83,-4731642.44,0,0,-560.61,-214.32,3.39,-85.612,15.3982,4.47,7.84,0,0,0.47,0,0,0,256,132.115,-0.352,-0.698,4,2,74.6,26.45,4,17,2,0,4,0,6,-1302207.44,-1302243.65,0,0,-696.86,0.64,0.22,-36.22,37852.4867,3.76,4.56,0,0,0,0,0,0,97.8,1,glutaric acid,C₅H₈O₄,CC
Meloxicam,C₁₄H₁₃N₃O₄S₂,351.407,0.593,-0.722,7,2,132.75,93.24,3,36,0,3,22,2,9,-4731556.83,-4731642.44,0,0,-560.61,-214.32,3.39,-85.612,15.3982,4.47,7.84,0,0,0.47,0,0,0,256,134.087,-1.474,-1.062,5,3,94.83,24.88,3,15,2,0,5,0,8,-1396471.34,-1396520.39,0,0,-667.14,-72.37,3.85,-49.05,38685.1755,3.2,5.13,14.3,0,0,0,0,0,131,1,malic acid,C₄H₆O₅,CC
Meloxicam,C₁₄H₁₃N₃O₄S₂,351.407,0.593,-0.722,7,2,132.75,93.24,3,36,0,3,22,2,9,-4731556.83,-4731642.44,0,0,-560.61,-214.32,3.39,-85.612,15.3982,4.47,7.84,0,0,0.47,0,0,0,256,138.122,0.908,0.405,3,2,57.53,38.56,1,16,1,1,9,1,5,-1301570.04,-1301615.7,0,0,-589.03,-148.94,2.09,-45.66,1173.3617,2.79,13.23,0,0,0,0,0,0,158,1,2-hydroxybenzoic acid/ Salicyclic acid,C₇H₆O₃,CC
Meloxicam,C₁₄H₁₃N₃O₄S₂,351.407,0.593,-0.722,7,2,132.75,93.24,3,36,0,3,22,2,9,-4731556.83,-4731642.44,0,0,-560.61,-214.32,3.39,-85.612,15.3982,4.47,7.84,0,0,0.47,0,0,0,256,116.072,-0.416,-0.225,4,2,74.6,24.61,2,12,2,0,5,0,6,-1195834.61,-1195878.57,0,0,-709.27,-183.76,2.16,-43.96,6642.8356,3.35,4.22,0,0,0,0,0,0,287,1,fumaric acid,C₄H₄O₄,CC
Meloxicam,C₁₄H₁₃N₃O₄S₂,351.407,0.593,-0.722,7,2,132.75,93.24,3,36,0,3,22,2,9,-4731556.83,-4731642.44,0,0,-560.61,-214.32,3.39,-85.612,15.3982,4.47,7.84,0,0,0.47,0,0,0,256,118.088,-0.71,-0.41,4,2,74.6,23.54,3,14,2,0,4,0,6,-1199080.67,-1199124.97,0,0,-709.42,11.99,1.45,-44.3,69013.3023,3.55,5.69,0,0,0,0,0,0,188,1,succinic acid,C₄H₆O₄,CC
Meloxicam,C₁₄H₁₃N₃O₄S₂,351.407,0.593,-0.722,7,2,132.75,93.24,3,36,0,3,22,2,9,-4731556.83,-4731642.44,0,0,-560.61,-214.32,3.39,-85.612,15.3982,4.47,7.84,0,0,0.47,0,0,0,256,146.142,0.006,-0.986,4,2,74.6,29.36,5,20,2,0,4,0,6,-1405330.41,-1405366.75,0,0,-701.14,13.16,0,-36.34,20673.6768,3.92,4.7,0,0,0,0,0,0,153.2,1,adipic acid,C₆H₁₀O₄,CC
Meloxicam,C₁₄H₁₃N₃O₄S₂,351.407,0.593,-0.722,7,2,132.75,93.24,3,36,0,3,22,2,9,-4731556.83,-4731642.44,0,0,-560.61,-214.32,3.39,-85.612,15.3982,4.47,7.84,0,0,0.47,0,0,0,256,166.132,-0.118,0.533,4,2,74.6,42.95,2,18,2,1,10,1,6,-1598994.9,-1599030.19,0,0,-701.74,-212.97,0,-35.29,408.5414,3.32,4.56,0,0,0,0,0,0,427,1,terephthalic acid,C₈H₆O₄,CC
Meloxicam,C₁₄H₁₃N₃O₄S₂,351.407,0.593,-0.722,7,2,132.75,93.24,3,36,0,3,22,2,9,-4731556.83,-4731642.44,0,0,-560.61,-214.32,3.39,-85.612,15.3982,4.47,7.84,0,0,0.47,0,0,0,256,122.123,0.982,0.968,2,1,37.3,36.96,1,15,1,1,8,1,3,-1104129.65,-1104150.7,0,0,-672.69,-134.33,1.91,-21.05,430.5498,4.08,0,0,0,0,0,0,0,122.4,1,benzoic acid,C₇H₆O₂,CC
Meloxicam,C₁₄H₁₃N₃O₄S₂,351.407,0.593,-0.722,7,2,132.75,93.24,3,36,0,3,22,2,9,-4731556.83,-4731642.44,0,0,-560.61,-214.32,3.39,-85.612,15.3982,4.47,7.84,0,0,0.47,0,0,0,256,114.022,0.619,0.858,2,1,37.3,13.65,1,8,1,0,5,0,3,-1382517.02,-1382528.6,0,0,-801.42,-111.63,2.07,-11.58,1483.2769,0.95,0,0,0,0,0,0,0,-15.4,0,trifluoroacetic acid,C₂HF₃O₂,S
Miconazole,C₁₈H₁₄Cl₄N₂O,416.135,3.405,2.034,3,0,24.83,111.66,6,39,0,3,21,3,3,-7139506.89,-7139545.64,0,0,-572.54,-112.64,2.35,-38.75,0.0004,0,0,0,0,6.48,0,0,0,170,118.088,-0.71,-0.41,4,2,74.6,23.54,3,14,2,0,4,0,6,-1199080.67,-1199124.97,0,0,-709.42,11.99,1.45,-44.3,69013.3023,3.55,5.69,0,0,0,0,0,0,188,1,succinic acid,C₄H₆O₄,CC
Miconazole,C₁₈H₁₄Cl₄N₂O,416.135,3.405,2.034,3,0,24.83,111.66,6,39,0,3,21,3,3,-7139506.89,-7139545.64,0,0,-572.54,-112.64,2.35,-38.75,0.0004,0,0,0,0,6.48,0,0,0,170,116.072,-0.416,-0.225,4,2,74.6,24.61,2,12,2,0,5,0,6,-1195834.61,-1195878.57,0,0,-709.27,-183.76,2.16,-43.96,6642.8356,3.35,4.22,0,0,0,0,0,0,287,1,fumaric acid,C₄H₄O₄,CC
Miconazole,C₁₈H₁₄Cl₄N₂O,416.135,3.405,2.034,3,0,24.83,111.66,6,39,0,3,21,3,3,-7139506.89,-7139545.64,0,0,-572.54,-112.64,2.35,-38.75,0.0004,0,0,0,0,6.48,0,0,0,170,146.142,0.006,-0.986,4,2,74.6,29.36,5,20,2,0,4,0,6,-1405330.41,-1405366.75,0,0,-701.14,13.16,0,-36.34,20673.6768,3.92,4.7,0,0,0,0,0,0,153.2,1,adipic acid,C₆H₁₀O₄,CC
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,184.242,0.152,-0.829,2,0,24.72,62.06,3,26,0,2,12,2,2,-1505880.46,-1505926.97,0,0,-647.48,-95.7,0,-46.503,5.8368,0,0,0,0,5.98,5.38,0,0,112,1,"1,2-bis(4-pyridyl)ethane",C₁₂H₁₂N₂,CC
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,184.202,0.664,-1.456,4,0,49.44,53.43,2,22,0,2,13,2,4,-1586811.35,-1586851.73,0,0,-654.74,-255.61,0.06,-40.377,12.1794,0,0,0,0,3.43,2.82,0,0,0,1,4-[(1E)-2-(pyridin-4-yl)diazen-1-yl]pyridine,C₁₀H₈N₄,CC
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,198.269,0.721,-1.117,2,0,24.72,64.97,4,29,0,2,12,2,2,-1609005.81,-1609054,0,0,-641.95,-88.26,2.7,-48.189,1.8985,0,0,0,0,6.02,5.42,0,0,62,1,"1,3-bis(4-pyridyl)propane",C₁₃H₁₄N₂,CC
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,122.191,1.586,-0.235,0,1,27.64,39.03,1,21,0,1,8,1,1,-961705.94,-961979.97,0,0,-996.74,-419.35,8.3,-274.038,561.5321,0,0,0,0,9.52,0,0,0,0,0,(S)-1-phenylethylammonium,C₈H₁₂N,S
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,116.14,-0.073,-2.405,2,2,53.91,21.08,1,18,1,1,7,0,4,-1053513.02,-1053777.86,0,0,-1173.08,-463.93,3.9,-264.838,181.1516,1.94,0,0,0,11.33,0,0,0,0,0,L-Prolinium,C₅H₁₀NO₂,H
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,182.226,0.366,-0.486,2,0,24.72,62.65,2,24,0,2,13,2,2,-1502681.13,-1502724.36,0,0,-631.79,-183.89,0,-43.224,1.9436,0,0,0,0,5.59,4.99,0,0,151,1,"1,2-bis(4-pyridyl)ethylene",C₁₂H₁₀N₂,CC
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,150.201,0.347,-1.281,1,2,47.87,40.79,0,23,0,2,12,1,3,-1259067.55,-1259366.31,0,0,-983.13,-429.73,8.13,-298.764,776.3463,14.36,0,0,0,9.06,0,0,0,0,0,3-Ammonio-indanol,C₉H₁₂NO,H
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,115.132,-0.185,-1.382,3,2,49.33,24.38,1,17,1,1,7,0,5,-1052531.13,-1052565.39,0,0,-552.61,7.69,1.68,-34.26,181.1516,1.94,0,0,0,11.33,0,0,0,221,1,l-proline,C₅H₉NO₂,CC
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,115.132,-0.185,-1.382,3,2,49.33,24.38,1,17,1,1,7,0,5,-1052531.13,-1052565.39,0,0,-552.61,7.69,1.68,-34.26,181.1516,1.94,0,0,0,11.33,0,0,0,221,1,l-proline,C₅H₉NO₂,CC
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,100.185,1.796,-2.934,0,1,27.64,17.96,0,21,0,1,7,0,1,-764936.71,-765207.02,0,0,-1187.72,-424.72,6.27,-270.305,1068.6262,0,0,0,0,10.45,0,0,0,-31,0,Cyclohexanaminium,C₆H₁₄N,S
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,108.164,1.06,-0.224,0,1,27.64,34.45,1,18,0,1,7,1,1,-858576.05,-858865.16,0,0,-1009.29,-459.69,9.29,-289.11,1185.601,0,0,0,0,9.3,0,0,0,185,0,benzylaminium,C₇H₁₀N,S
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,198.289,2.12,0.995,0,1,16.61,68.9,4,31,0,2,12,2,1,-1567877.48,-1568093.13,0,0,-977.5,-415.44,1.18,-215.65,14.7165,0,0,0,0,8.54,0,0,0,0,0,dibenzylazanium,C₁₄H₁₆N,S
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,79.102,-0.041,-0.281,1,0,12.36,27.39,0,11,0,1,6,1,1,-651368.6,-651392.23,0,0,-640.82,-67.58,2.19,-23.63,64.063,0,0,0,0,5.12,0,0,0,-41.6,0,pyridine,C₅H₅N,S
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,122.127,-1.236,-1.112,3,1,55.45,33.61,1,15,0,1,8,1,4,-1094058.47,-1094104.76,0,0,-645.49,-136.87,1.86,-46.28,51.0074,13.39,0,0,0,3.63,-1.95,0,0,128.8,1,nicotinamide,C₆H₆N₂O,CC
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,122.191,1.586,-0.235,0,1,27.64,39.03,1,21,0,1,8,1,1,-961706.49,-961980.52,0,0,-996.76,-419.45,8.3,-274.023,561.5321,0,0,0,0,9.52,0,0,0,0,0,(R)-1-phenylethylammonium,C₈H₁₂N,S
Naproxen,C₁₄H₁₄O₃,230.263,1.794,1.309,3,1,46.53,71.15,3,31,1,2,15,2,4,-2013936.09,-2013969.45,0,0,-498.01,-113.11,1.04,-33.362,53.1286,4.19,0,0,0,0,0,0,0,152,174.204,-3.585,-2.405,6,4,127.72,36.31,5,26,1,0,6,0,10,-1591396.01,-1591490.92,0,0,-593.45,13.99,3.6,-94.91,12481.8473,2.41,0,0,0,12.41,9.12,-0.54,0,244,0,(S)-Arginine,C₆H₁₄N₄O₂,S
